Nome_Posto,Nome_Municipio,Coordenada_Y,Coordenada_X,Ano_Inicio,Ano_Fim,Mes_Inicio,Mes_Fim,Total_dias_intervalo,Dias_dados_medidos,Dias_falhos,Percentual_dias_falhos,Total_meses_intervalo,Numero_meses_completos,Numero_meses_falha,Percentual_meses_falha,Total_anos_intervalo,Numero_anos_completos,Numero_anos_falha,Percentual_anos_falha,Precipitacao_media_anual,Mes_Jan,Mes_Fev,Mes_Mar,Mes_Apr,Mes_May,Mes_Jun,Mes_Jul,Mes_Aug,Mes_Sep,Mes_Oct,Mes_Nov,Mes_Dec
 RIACHãO DE CIMA,Tamboril,"-5,0599444444444","-40,326388888889",2023,2023,2,12,365,335,30,"8,22",12,11,1,"8,33",1,0,1,"100,0","566,0","999,0","66,0","260,0","221,0","12,0","5,0","0,0","0,0","0,0","0,0","0,0","2,0"
ABAIARA,Abaiara,"-7,3615277777778","-39,0355",1981,2023,1,12,15715,15681,34,"0,22",516,514,2,"0,39",43,41,2,"4,65","930,2","147,8","172,5","255,6","165,5","53,5","14,3","6,3","1,0","3,7","12,0","28,8","67,2"
ABILIO MARTINS,Ipu,"-4,45","-40,733333333333",1988,2023,3,12,13158,514,12644,"96,09",432,0,432,"100,0",36,0,36,"100,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0"
AC. ACARAU MIRIM,Massapê,"-3,5","-40,316666666667",1991,2023,5,12,12061,983,11078,"91,85",396,18,378,"95,45",33,0,33,"100,0","21,6","0,0","68,7","89,4","171,1","79,8","14,8","0,0","0,0","0,0","0,0","0,0","0,0"
AC. AMANARY,Maranguape,"-4,0133611111111","-38,8855",1983,2023,1,12,14985,5009,9976,"66,57",492,149,343,"69,72",41,9,32,"78,05","267,4","69,1","121,9","231,7","179,6","95,8","28,4","30,5","0,5","0,0","0,0","0,0","21,6"
AC. ARARAS,Varjota,"-4,1996111111111","-40,465027777778",1988,2023,1,12,13158,6356,6802,"51,69",432,194,238,"55,09",36,14,22,"61,11","403,3","134,1","124,4","199,2","177,7","89,5","12,8","10,0","1,9","0,0","3,5","9,0","20,7"
AC. AYRES DE SOUZA,Sobral,"-3,7666666666667","-40,5",1988,2023,1,12,13158,3932,9226,"70,12",432,115,317,"73,38",36,8,28,"77,78","221,8","87,2","117,9","189,9","176,7","86,8","25,7","11,5","1,5","0,0","0,0","1,6","31,8"
AC. BANABUIU,Banabuiú,"-5,3333333333333","-38,916666666667",1991,2023,5,12,12061,867,11194,"92,81",396,16,380,"95,96",33,0,33,"100,0","14,4","92,6","62,6","999,0","999,0","55,7","19,7","0,0","0,0","0,0","0,0","0,0","0,0"
AC. CARAO,Tamboril,"-4,8","-40,366666666667",1993,2023,12,6,11329,354,10975,"96,88",372,0,372,"100,0",31,0,31,"100,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0"
AC. CAXITORE,Pentecoste,"-3,7420555555556","-39,353888888889",1988,2023,1,3,13158,1720,11438,"86,93",432,41,391,"90,51",36,1,35,"97,22","114,2","73,5","106,5","215,6","184,3","129,2","2,5","11,4","0,0","0,0","0,0","0,0","0,0"
AC. CEDRO,Quixadá,"-4,9798888888889","-39,08",1988,2023,1,12,13158,6060,7098,"53,94",432,183,249,"57,64",36,10,26,"72,22","320,4","70,3","86,8","143,1","163,3","81,4","39,6","22,7","5,6","0,7","0,9","9,5","25,2"
AC. EMA,Iracema,"-5,7666666666667","-38,35",1988,2023,2,12,13158,861,12297,"93,46",432,14,418,"96,76",36,0,36,"100,0","15,3","0,0","999,0","999,0","999,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AC. FAVELAS,Tauá,"-5,967","-40,116694444444",1991,2023,5,1,12061,6765,5296,"43,91",396,210,186,"46,97",33,13,20,"60,61","239,6","97,5","73,3","65,0","65,8","37,6","16,6","3,7","3,9","0,0","7,0","4,3","15,8"
AC. FORQUILHA,Forquilha,"-3,7971944444444","-40,25625",1988,2023,1,8,13158,7919,5239,"39,82",432,245,187,"43,29",36,13,23,"63,89","425,1","92,3","115,4","193,4","148,5","82,1","19,4","9,0","0,3","0,0","2,3","3,3","15,0"
AC. GENERAL SAMPAIO,General Sampaio,"-4,0666666666667","-39,466666666667",1988,2023,2,1,13158,3518,9640,"73,26",432,99,333,"77,08",36,5,31,"86,11","189,5","84,5","96,3","157,7","131,5","98,4","23,6","25,4","0,0","0,0","0,0","0,0","4,7"
AC. JOAQUIM TAVORA,Jaguaribe,"-5,95","-38,816666666667",1988,2023,2,12,13158,1789,11369,"86,4",432,46,386,"89,35",36,2,34,"94,44","61,2","89,3","37,9","220,4","115,3","90,8","31,3","15,8","19,3","1,2","0,0","12,0","31,1"
AC. LIMA CAMPOS,Icó,"-6,4","-38,966666666667",1988,2023,1,12,13158,605,12553,"95,4",432,4,428,"99,07",36,0,36,"100,0","35,4","66,6","0,0","999,0","999,0","999,0","16,0","999,0","0,0","999,0","999,0","999,0","999,0"
AC. MANOEL BALBINO,Caririaçu,"0,0","0,0",1991,2023,6,12,12061,806,11255,"93,32",396,14,382,"96,46",33,0,33,"100,0","6,4","68,8","999,0","999,0","999,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AC. NOVA FLORESTA,Jaguaribe,"-5,95","-38,916666666667",1988,2023,2,12,13158,976,12182,"92,58",432,16,416,"96,3",36,0,36,"100,0","10,4","3,2","999,0","999,0","999,0","999,0","2,6","0,0","0,0","0,0","6,0","0,0","0,0"
AC. OROS,Orós,"-6,2443333333333","-38,924555555556",1988,2023,1,12,13158,6498,6660,"50,62",432,198,234,"54,17",36,11,25,"69,44","351,0","106,3","106,5","140,5","143,2","73,3","20,0","16,2","3,1","3,0","15,6","8,9","31,8"
AC. PATU,Senador Pompeu,"-5,5833333333333","-39,416666666667",1988,2023,2,12,13158,944,12214,"92,83",432,16,416,"96,3",36,0,36,"100,0","18,7","58,2","999,0","999,0","999,0","64,6","27,1","3,0","0,0","0,0","0,0","0,0","19,0"
AC. PEDRAS BRANCAS,Quixadá,"-5,1494444444444","-38,889916666667",1991,2023,5,12,12061,6217,5844,"48,45",396,190,206,"52,02",33,10,23,"69,7","349,8","71,6","91,5","160,5","176,4","85,3","40,8","30,8","4,2","0,5","0,9","17,4","20,3"
AC. PEREIRA DE MIRANDA,Pentecoste,"-3,7833333333333","-39,25",1988,2023,1,5,13158,4454,8704,"66,15",432,130,302,"69,91",36,6,30,"83,33","259,1","73,6","119,2","160,0","169,8","85,4","38,4","15,8","0,0","0,0","0,0","0,0","13,2"
AC. POMPEU SOBRINHO,Choró,"-4,8371388888889","-39,141277777778",1988,2023,2,2,13158,987,12171,"92,5",432,17,415,"96,06",36,0,36,"100,0","25,0","68,2","101,2","999,0","157,0","96,5","12,5","0,0","0,0","0,0","0,0","0,0","0,0"
AC. QUIXERAMOBIM,Quixeramobim,"-5,1934166666667","-39,306805555556",1988,2023,2,12,13158,5943,7215,"54,83",432,179,253,"58,56",36,9,27,"75,0","269,7","64,7","78,2","121,5","146,9","83,3","48,0","34,2","5,7","0,0","1,4","7,3","13,4"
AC. RIACHO DO SANGUE,Solonópole,"-5,6950555555556","-38,950138888889",1988,2023,2,12,13158,3044,10114,"76,87",432,88,344,"79,63",36,5,31,"86,11","124,7","63,6","39,6","126,8","177,8","107,1","21,7","17,5","15,0","0,0","0,0","13,4","0,0"
AC. SALAO,Canindé,"-4,4166666666667","-39,316666666667",1988,2023,2,12,13158,1209,11949,"90,81",432,25,407,"94,21",36,1,35,"97,22","24,8","82,2","74,6","101,1","88,6","41,8","5,4","10,3","0,0","0,0","3,5","0,0","13,8"
AC. SAO MATEUS,Canindé,"-4,367","-39,316694444444",1991,2023,5,6,12061,7116,4945,"41,0",396,223,173,"43,69",33,16,17,"51,52","314,1","85,0","83,6","131,1","117,5","65,7","31,6","8,4","4,0","0,0","0,7","1,0","8,9"
AC. SAO PEDRO DA TIMBAUBA,Miraíma,"-3,917","-39,9667",1988,2023,2,12,13158,3065,10093,"76,71",432,85,347,"80,32",36,4,32,"88,89","144,6","161,9","78,3","207,8","139,9","63,3","12,6","9,6","2,6","7,8","0,0","6,1","15,1"
AC. SOBRAL,Sobral,"-3,6585833333333","-40,3655",1988,2023,1,12,13158,5275,7883,"59,91",432,157,275,"63,66",36,8,28,"77,78","312,9","96,7","142,2","176,4","183,9","83,4","29,2","15,4","0,7","0,1","3,6","7,5","30,7"
AC. TOMAZ OSTERNE,Crato,"-7,0833333333333","-39,483333333333",1988,2023,2,12,13158,795,12363,"93,96",432,12,420,"97,22",36,0,36,"100,0","4,0","40,6","999,0","999,0","999,0","9,2","12,8","0,0","0,0","0,0","0,0","20,0","0,0"
AC. TRICI,Tauá,"-5,9126666666667","-40,411805555556",1991,2023,5,12,12061,5783,6278,"52,05",396,178,218,"55,05",33,10,23,"69,7","203,5","75,0","58,4","110,0","72,9","22,0","9,8","1,1","2,4","0,0","9,9","17,1","13,1"
AC. VARZEA DO BOI,Tauá,"-5,9105833333333","-40,253944444444",1988,2023,2,12,13158,8363,4795,"36,44",432,261,171,"39,58",36,17,19,"52,78","280,8","87,7","75,0","107,7","55,6","32,9","23,4","5,1","2,4","0,4","4,3","7,4","24,4"
AC. VELAME,Jaguaribara,"-5,6166666666667","-38,583333333333",1991,2023,6,12,12061,616,11445,"94,89",396,8,388,"97,98",33,0,33,"100,0","0,0","0,0","999,0","999,0","999,0","999,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AC.SANTO ANTONIO BASTIOES,Iracema,"-5,8898055555556","-38,411527777778",2011,2023,10,12,4751,2871,1880,"39,57",156,92,64,"41,03",13,6,7,"53,85","641,7","153,5","147,4","256,8","214,8","122,1","50,0","28,9","14,5","0,0","3,6","13,1","31,8"
ACARAPE,Acarape,"-4,2269722222222","-38,700583333333",1981,2023,1,12,15715,14692,1023,"6,51",516,480,36,"6,98",43,37,6,"13,95","969,5","118,3","141,8","241,8","252,4","145,0","61,9","29,4","5,5","2,9","2,2","4,0","19,2"
ACARAU,Acaraú,"-2,8858888888889","-40,118416666667",1974,2023,1,12,18274,18274,0,"0,0",600,600,0,"0,0",50,50,0,"0,0","1152,4","111,6","175,9","312,8","294,0","151,9","57,4","21,6","2,8","0,9","2,0","4,0","17,5"
ACOPIARA,Acopiara,"-6,11075","-39,442722222222",1973,2023,5,12,18639,18461,178,"0,95",612,604,8,"1,31",51,48,3,"5,88","743,3","97,8","108,7","175,5","158,6","96,2","37,2","23,6","6,5","4,8","7,9","7,6","30,1"
ACUDE ACARAPE DO MEIO,Redenção,"-4,1947777777778","-38,799666666667",2014,2023,12,12,3654,3329,325,"8,89",120,108,12,"10,0",10,8,2,"20,0","1162,0","182,7","199,3","276,6","245,7","145,5","70,4","49,3","12,6","2,9","10,1","16,1","54,4"
ACUDE ANGICOS,Frecheirinha,"-3,6378055555556","-40,817805555556",2022,2023,1,12,730,730,0,"0,0",24,24,0,"0,0",2,2,0,"0,0","721,5","90,5","111,5","213,5","195,5","39,5","20,0","0,0","0,0","0,0","0,0","0,0","51,0"
ACUDE BATENTE,Ocara,"-4,6459166666667","-38,491722222222",2017,2023,4,12,2557,2469,88,"3,44",84,81,3,"3,57",7,6,1,"14,29","745,9","81,2","164,3","224,7","162,8","98,0","27,6","21,3","2,0","0,0","0,0","10,3","21,0"
ACUDE CARAO,Tamboril,"-4,8218055555556","-40,361333333333",2017,2023,1,2,2557,1549,1008,"39,42",84,49,35,"41,67",7,4,3,"42,86","427,7","90,8","180,7","219,0","157,4","38,2","0,0","0,0","0,0","0,0","0,0","6,2","33,5"
ACUDE CIPOADA,Morada Nova,"-5,2571944444444","-38,645055555556",2017,2023,1,12,2557,2557,0,"0,0",84,84,0,"0,0",7,7,0,"0,0","774,9","77,8","139,8","191,6","152,3","107,9","26,4","26,8","4,0","1,0","0,0","24,8","22,4"
ACUDE DO GOVERNO,Iguatu,"-6,4250277777778","-39,193944444444",2008,2023,3,12,5848,5055,793,"13,56",192,164,28,"14,58",16,11,5,"31,25","639,6","121,9","153,8","171,5","153,8","61,2","6,3","0,0","3,0","0,0","0,0","15,0","20,8"
ACUDE EDSON QUEIROZ,Santa Quitéria,"-4,2238055555556","-40,0695",1992,2023,5,4,11696,460,11236,"96,07",384,3,381,"99,22",32,0,32,"100,0","0,5","999,0","999,0","999,0","999,0","0,0","0,0","999,0","0,0","999,0","999,0","999,0","999,0"
ACUDE FARIAS DE SOUSA,Nova Russas,"-4,76575","-40,589694444444",2022,2023,1,12,730,730,0,"0,0",24,24,0,"0,0",2,2,0,"0,0","826,1","102,8","51,5","347,2","154,2","44,3","39,8","0,0","0,0","0,0","0,0","48,4","37,9"
ACUDE JATOBA II,Ipueiras,"-4,5876944444444","-40,745361111111",2022,2023,1,12,730,730,0,"0,0",24,24,0,"0,0",2,2,0,"0,0","970,4","129,4","51,4","324,2","198,6","52,9","48,4","0,0","0,0","0,0","0,0","106,7","58,8"
ACUDE MADEIRO,Pereiro,"-6,1836944444444","-38,540666666667",2012,2023,1,12,4386,1926,2460,"56,09",144,58,86,"59,72",12,2,10,"83,33","247,0","93,2","81,0","90,5","90,2","53,8","44,6","35,7","12,0","0,0","0,0","2,2","17,0"
ACUDE MUNDAU,Uruburetama,"-3,6316944444444","-39,51725",2017,2023,3,12,2557,2476,81,"3,17",84,80,4,"4,76",7,5,2,"28,57","1113,3","175,4","210,2","330,5","228,9","118,7","62,7","18,6","7,2","0,0","0,3","2,6","54,5"
ACUDE PIRABIBU,Quixeramobim,"-4,9808611111111","-39,3645",2017,2023,1,12,2557,2557,0,"0,0",84,84,0,"0,0",7,7,0,"0,0","569,0","72,8","69,3","139,4","122,8","76,4","38,4","30,4","3,1","0,0","0,0","13,1","3,1"
ACUDE POCO DE PEDRAS,Campos Sales,"-6,9882777777778","-40,354805555556",2018,2023,1,12,2192,2192,0,"0,0",72,72,0,"0,0",6,6,0,"0,0","595,4","59,7","123,5","166,5","101,7","20,4","10,9","1,0","0,0","1,2","17,5","39,0","54,0"
ACUDE POTIRETAMA,Potiretama,"-5,7230277777778","-38,151555555556",2012,2023,1,12,4386,1552,2834,"64,61",144,43,101,"70,14",12,2,10,"83,33","198,5","69,8","50,5","162,0","90,4","26,7","27,5","6,0","0,0","0,0","0,0","18,7","25,0"
ACUDE RIACHO DA SERRA,Alto Santo,"-5,5794444444444","-38,312138888889",2012,2023,1,12,4386,2677,1709,"38,96",144,85,59,"40,97",12,6,6,"50,0","348,1","60,0","110,0","145,1","101,9","61,5","19,6","18,0","3,1","0,0","1,7","20,3","12,3"
ACUDE SANTA MARIA,Ererê,"-5,9639166666667","-38,274444444444",2012,2023,1,12,4386,4088,298,"6,79",144,131,13,"9,03",12,8,4,"33,33","642,4","68,3","120,4","186,2","144,0","71,1","28,5","15,9","4,6","5,0","0,0","13,5","16,2"
ACUDE SAO JOSE I,Boa Viagem,"-5,1973333333333","-39,5985",2017,2023,1,12,2557,2555,2,"0,08",84,82,2,"2,38",7,5,2,"28,57","507,4","71,0","108,4","106,0","98,3","72,3","18,9","9,5","0,0","1,4","0,7","0,0","26,0"
ACUDE SAO JOSE II,Piquet Carneiro,"-5,8383888888889","-39,480416666667",2017,2023,1,12,2557,1571,986,"38,56",84,49,35,"41,67",7,2,5,"71,43","281,7","24,8","96,0","150,1","91,0","89,7","5,0","27,5","10,0","5,8","0,0","40,0","4,0"
ACUDE SAO VICENTE,Santana do Acaraú,"-3,3968333333333","-40,262722222222",2022,2023,1,12,730,730,0,"0,0",24,24,0,"0,0",2,2,0,"0,0","1255,1","117,5","104,6","404,5","305,9","123,3","61,2","7,7","11,3","0,0","0,0","27,5","91,6"
ACUDE TIGRE,Solonópole,"-5,8848333333333","-39,154916666667",2012,2023,1,12,4386,4208,178,"4,06",144,133,11,"7,64",12,7,5,"41,67","591,9","50,5","107,5","149,6","113,6","58,7","35,6","38,4","6,5","2,4","3,9","20,1","13,3"
ACUDE TRAPIA,Pedra Branca,"-5,4959444444444","-39,736888888889",1999,2023,1,12,9137,8982,155,"1,7",300,292,8,"2,67",25,21,4,"16,0","682,0","103,4","94,0","149,5","127,7","84,5","48,4","43,3","11,3","3,0","1,3","3,2","13,7"
ADRIANOPOLIS,Granja,"-3,3458333333333","-41,253611111111",2000,2023,11,12,8772,6630,2142,"24,42",288,211,77,"26,74",24,13,11,"45,83","1090,2","179,8","243,5","289,7","337,2","159,3","54,4","24,9","0,0","0,0","5,0","2,2","44,5"
AEROPORTO,São Benedito,"-4,0412222222222","-40,891777777778",2020,2023,1,1,1462,82,1380,"94,39",48,1,47,"97,92",4,0,4,"100,0","69,7","999,0","85,9","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0"
AEROPORTO DE ARACATI,Aracati,"-4,5661111111111","-37,794583333333",2001,2023,3,12,8405,6333,2072,"24,65",276,204,72,"26,09",23,12,11,"47,83","752,6","109,1","154,3","233,3","211,7","108,1","48,3","12,0","1,9","0,4","2,9","5,8","13,6"
AEROPORTO(CRATEUS),Crateús,"-5,212","-40,703916666667",1990,2023,1,7,12426,10521,1905,"15,33",408,338,70,"17,16",34,19,15,"44,12","644,6","113,1","124,4","188,9","149,7","57,4","17,9","8,2","2,9","0,3","5,3","11,0","24,8"
AEROPORTO(FORTALEZA),Fortaleza,"-3,7666666666667","-38,516666666667",1988,2023,1,12,13158,904,12254,"93,13",432,12,420,"97,22",36,0,36,"100,0","84,1","189,4","218,2","187,6","305,4","176,2","131,0","29,9","999,0","0,0","0,0","0,0","999,0"
AEROPORTO(IGUATU),Iguatu,"-6,3481388888889","-39,296361111111",1988,2023,3,12,13158,3550,9608,"73,02",432,98,334,"77,31",36,5,31,"86,11","272,2","93,7","135,8","118,9","179,4","61,3","23,1","1,9","0,0","0,0","0,0","0,0","7,7"
AEROPORTO(JAGUARIBE),Jaguaribe,"-5,8666666666667","-38,533333333333",1988,2023,2,12,13158,2155,11003,"83,62",432,53,379,"87,73",36,1,35,"97,22","162,2","88,7","87,4","133,6","185,4","107,8","53,3","43,4","0,7","0,0","7,7","0,0","38,8"
AEROPORTO(JUAZ. DO NORTE),Juazeiro do Norte,"-7,2166666666667","-39,3",1988,2023,2,12,13158,2772,10386,"78,93",432,73,359,"83,1",36,5,31,"86,11","199,2","153,2","187,8","239,2","157,5","93,9","20,5","9,0","6,2","4,1","0,8","25,8","52,7"
AEROPORTO(SOBRAL),Sobral,"-3,6806666666667","-40,340333333333",1988,2023,2,3,13158,5313,7845,"59,62",432,157,275,"63,66",36,7,29,"80,56","295,8","103,4","101,3","144,4","152,2","77,3","14,3","7,3","0,0","0,0","0,0","11,9","0,9"
AGROVILA,Aurora,"-6,9913611111111","-39,025638888889",2021,2023,12,12,1095,771,324,"29,59",36,25,11,"30,56",3,2,1,"33,33","876,7","178,0","84,1","400,2","191,6","68,7","30,1","14,0","17,9","0,0","20,0","203,1","71,5"
AGUA BOA,Paramoti,"-4,117","-39,3",1983,2023,1,12,14985,3207,11778,"78,6",492,91,401,"81,5",41,6,35,"85,37","143,9","105,5","112,4","164,0","200,6","67,7","24,2","0,0","1,0","0,0","0,0","0,0","0,9"
AGUA VERDE,Guaiúba,"-5,65","-38,666666666667",2004,2023,7,12,7310,492,6818,"93,27",240,8,232,"96,67",20,0,20,"100,0","4,0","0,0","54,0","999,0","999,0","999,0","999,0","26,0","0,0","0,0","0,0","0,0","0,0"
AGUA VERMELHA,Milagres,"-7,4075277777778","-38,931638888889",2017,2023,7,12,2557,568,1989,"77,79",84,15,69,"82,14",7,1,6,"85,71","164,5","97,8","114,4","281,1","32,0","76,0","0,0","0,0","0,0","0,0","0,0","10,2","40,6"
AGUAS BELAS,Boa Viagem,"-4,8701388888889","-39,900027777778",2000,2023,11,9,8772,2734,6038,"68,83",288,83,205,"71,18",24,4,20,"83,33","188,4","112,1","69,1","174,4","111,8","76,2","43,4","11,9","0,0","0,0","0,0","0,0","6,1"
AIUABA,Aiuaba,"-6,567","-40,116694444444",1978,2023,1,12,16812,16808,4,"0,02",552,549,3,"0,54",46,43,3,"6,52","575,9","105,5","96,1","137,9","107,0","43,7","12,7","7,0","2,3","3,3","7,2","14,8","39,0"
ALCANTARAS,Alcântaras,"-3,5853611111111","-40,544222222222",1981,2023,1,12,15715,14872,843,"5,36",516,486,30,"5,81",43,36,7,"16,28","681,1","100,9","137,5","204,9","196,3","70,7","23,7","7,1","0,9","0,0","0,0","3,2","13,0"
ALGODOES,Quiterianópolis,"-6,05","-40,75",1988,2023,2,12,13158,6437,6721,"51,08",432,197,235,"54,4",36,13,23,"63,89","236,2","97,0","75,4","134,9","87,0","24,5","5,2","3,8","1,8","0,0","0,7","5,9","21,2"
ALTAMIRA,Tauá,"-5,7514722222222","-40,132222222222",2000,2023,11,12,8772,8476,296,"3,37",288,277,11,"3,82",24,22,2,"8,33","399,5","77,2","65,2","92,1","77,9","30,8","23,4","10,3","3,7","0,8","5,6","8,9","20,2"
ALTANEIRA,Altaneira,"-7,0008333333333","-39,737222222222",1979,2023,1,12,16447,16416,31,"0,19",540,536,4,"0,74",45,41,4,"8,89","839,7","135,4","166,7","212,3","152,4","64,7","12,8","5,9","0,5","3,1","9,7","26,9","49,2"
ALTO SANTO,Alto Santo,"-5,5128611111111","-38,265388888889",1979,2023,1,12,16447,16406,41,"0,25",540,538,2,"0,37",45,44,1,"2,22","712,6","75,5","111,2","183,3","166,5","83,9","37,5","22,4","3,8","0,7","3,5","4,3","20,2"
AMANAIARA,Reriutaba,"-4,0670555555556","-40,528222222222",1974,2023,1,12,18274,10316,7958,"43,55",600,323,277,"46,17",50,22,28,"56,0","540,6","105,3","152,8","230,6","227,7","132,5","33,4","7,0","0,7","0,3","3,3","5,4","34,4"
AMANIUTUBA,Lavras da Mangabeira,"-6,6761388888889","-38,88625",1988,2023,2,12,13158,8868,4290,"32,6",432,275,157,"36,34",36,17,19,"52,78","568,5","133,6","133,5","199,0","147,0","69,7","26,6","20,0","3,7","1,1","13,8","23,3","47,8"
AMARO,Assaré,"-6,8949444444444","-39,717416666667",2013,2023,12,2,4019,1991,2028,"50,46",132,63,69,"52,27",11,5,6,"54,55","285,0","87,9","111,4","184,4","104,8","39,0","10,0","0,0","0,0","0,0","0,6","17,0","30,7"
AMERICA,Ipueiras,"-4,4449166666667","-40,798444444444",2000,2023,12,12,8772,8305,467,"5,32",288,268,20,"6,94",24,18,6,"25,0","1049,3","146,6","165,4","271,8","255,7","118,1","53,7","30,6","3,3","0,9","8,8","9,3","27,8"
AMONTADA,Amontada,"-3,3611388888889","-39,826861111111",1982,2023,1,12,15350,12845,2505,"16,32",504,417,87,"17,26",42,30,12,"28,57","581,2","89,1","113,9","186,5","184,0","70,2","21,8","11,3","0,0","0,3","0,5","2,3","5,8"
ANGICO,Cariús,"-6,6619444444444","-39,516027777778",2000,2023,12,12,8772,7246,1526,"17,4",288,231,57,"19,79",24,15,9,"37,5","774,0","146,3","170,4","222,0","158,7","69,1","21,5","4,6","2,2","1,4","5,5","24,7","67,3"
ANTONINA DO NORTE,Antonina do Norte,"-6,7671944444444","-39,985638888889",1976,2023,1,12,17544,15862,1682,"9,59",576,518,58,"10,07",48,40,8,"16,67","540,9","82,5","103,1","161,3","129,4","42,6","14,3","4,7","1,4","2,2","4,0","17,8","29,7"
ANTONIO DIOGO,Redenção,"-4,3166666666667","-38,75",1983,2023,1,12,14985,852,14133,"94,31",492,8,484,"98,37",41,0,41,"100,0","25,4","15,6","144,6","178,0","999,0","81,6","0,0","0,0","0,0","0,0","999,0","999,0","999,0"
APRAZIVEL,Sobral,"-3,7550833333333","-40,555833333333",1997,2023,12,3,9867,7345,2522,"25,56",324,235,89,"27,47",27,14,13,"48,15","466,3","80,5","116,4","128,5","149,3","59,3","17,4","3,7","0,6","0,0","0,0","0,4","7,5"
APUIARES,Apuiarés,"-3,95","-39,433305555556",1982,2023,1,12,15350,15316,34,"0,22",504,500,4,"0,79",42,39,3,"7,14","771,3","80,6","107,4","208,8","183,7","106,9","41,4","22,3","3,6","0,1","0,1","1,9","14,6"
AQUINOPOLES,Jaguaribe,"-5,9412777777778","-38,469861111111",1998,2023,6,4,9502,6255,3247,"34,17",312,200,112,"35,9",26,14,12,"46,15","513,0","93,1","101,0","195,7","177,2","114,0","21,9","11,8","0,0","0,0","0,7","1,7","15,8"
AQUIRAZ,Aquiraz,"-3,9","-38,383305555556",1979,2023,1,12,16447,16106,341,"2,07",540,526,14,"2,59",45,41,4,"8,89","1342,6","119,3","176,6","307,8","326,0","198,2","127,1","60,0","14,2","9,8","6,2","4,9","26,0"
ARACATI,Aracati,"-4,5684722222222","-37,774694444444",1974,2023,1,12,18274,18270,4,"0,02",600,599,1,"0,17",50,49,1,"2,0","926,8","98,2","148,2","229,8","222,7","124,4","44,2","27,0","4,4","1,9","3,8","3,8","18,1"
ARACATIACU,Sobral,"-3,8768888888889","-40,02025",1988,2023,3,3,13158,8495,4663,"35,44",432,270,162,"37,5",36,19,17,"47,22","410,9","96,6","97,6","148,8","147,9","65,6","17,8","7,8","0,5","0,0","0,0","4,8","23,2"
ARACATIARA,Amontada,"-3,1910555555556","-39,756",2000,2023,6,12,8772,5020,3752,"42,77",288,157,131,"45,49",24,8,16,"66,67","587,8","124,3","138,0","198,5","251,4","119,1","47,6","16,6","2,7","2,7","0,0","0,0","14,2"
ARACOIABA,Aracoiaba,"-4,3733055555556","-38,809",1974,2023,1,12,18274,18237,37,"0,2",600,596,4,"0,67",50,47,3,"6,0","922,0","101,7","128,2","185,8","195,3","134,7","84,3","41,3","8,3","4,3","4,8","7,9","25,9"
ARAJARA,Barbalha,"-7,2666666666667","-39,266666666667",1990,2023,3,12,12426,448,11978,"96,39",408,0,408,"100,0",34,0,34,"100,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0"
ARANAU,Acaraú,"-2,8232222222222","-40,222361111111",2000,2023,11,12,8772,8328,444,"5,06",288,272,16,"5,56",24,21,3,"12,5","1067,0","125,3","199,6","284,3","295,4","116,5","53,5","15,9","1,3","0,2","2,9","2,2","16,7"
ARAPARI,Itapipoca,"-3,5439444444444","-39,568222222222",2000,2023,6,12,8772,8500,272,"3,1",288,275,13,"4,51",24,19,5,"20,83","1130,0","167,6","211,1","307,1","256,1","115,1","56,2","22,7","7,0","2,0","2,3","5,2","26,4"
ARAPORANGA,Santana do Cariri,"-7,1333333333333","-39,766666666667",1988,2023,2,12,13158,657,12501,"95,01",432,2,430,"99,54",36,0,36,"100,0","53,7","999,0","999,0","999,0","999,0","0,0","0,0","999,0","999,0","999,0","999,0","999,0","999,0"
ARARENDA,Ararendá,"-4,7542777777778","-40,82825",1990,2023,1,12,12426,12422,4,"0,03",408,404,4,"0,98",34,31,3,"8,82","706,4","98,6","127,3","201,7","156,3","62,3","17,5","7,2","0,8","0,9","4,0","9,0","20,0"
ARARIPE,Araripe,"-7,2108888888889","-40,136111111111",1979,2023,1,12,16447,16413,34,"0,21",540,535,5,"0,93",45,41,4,"8,89","648,5","106,6","125,8","167,2","121,5","35,4","4,9","2,7","1,3","1,9","9,0","25,6","49,0"
ARARIUS,Cariré,"-3,883","-40,6",2000,2023,1,12,8772,1781,6991,"79,7",288,50,238,"82,64",24,4,20,"83,33","134,2","155,0","171,8","174,3","206,4","39,6","41,4","13,9","0,0","0,0","0,0","0,0","2,2"
ARATAMA,Assaré,"-7,035","-39,866944444444",2000,2023,11,12,8772,8397,375,"4,27",288,275,13,"4,51",24,22,2,"8,33","704,7","113,8","148,2","178,3","111,6","52,8","14,8","7,7","0,4","2,9","13,8","24,9","62,8"
